rank iteration lambda mse
8 20 0,01 0,643424
8 20 1,00 1,743254
8 20 10,00 13,531052
8 30 0,01 0,641809
8 30 1,00 1,743254
8 30 10,00 13,531052
12 20 0,01 0,647074
12 20 1,00 1,743254
12 20 10,00 13,531052
12 30 0,01 0,645246
12 30 1,00 1,743254
12 30 10,00 13,531052
