rank iteration lambda mse
8 20 0,01 0,056105
8 20 1,00 1,082340
8 20 10,00 1,082389
8 30 0,01 0,055995
8 30 1,00 1,082309
8 30 10,00 1,082389
12 20 0,01 0,055223
12 20 1,00 1,082363
12 20 10,00 1,082389
12 30 0,01 0,054984
12 30 1,00 1,082329
12 30 10,00 1,082389
